municipio,year,hectares_lost
SAN ANTONIO,2001,62
SAN LUIS,2001,119
SAN SEBASTIAN,2001,97
SANTA ISABEL,2001,63
SUAREZ,2001,71
VALLE DE SAN JUAN,2001,92
VENADILLO,2001,128
VILLAHERMOSA,2001,35
VILLARRICA,2001,18
ALCALA,2001,78
ANDALUCIA,2001,12
ANSERMANUEVO,2001,146
ARGELIA,2001,67
BOLIVAR,2001,250
BUENAVENTURA,2001,179
BUGALAGRANDE,2001,61
CAICEDONIA,2001,72
CALIMA,2001,130
CANDELARIA,2001,79
CARTAGO,2001,72
DAGUA,2001,153
EL CAIRO,2001,127
EL CERRITO,2001,132
EL DOVIO,2001,157
EL AGUILA,2001,41
FLORIDA,2001,133
GINEBRA,2001,78
GUACARI,2001,61
BUGA,2001,209
JAMUNDI,2001,101
LA CUMBRE,2001,181
LA UNION,2001,88
LA VICTORIA,2001,95
OBANDO,2001,70
PALMIRA,2001,361
PRADERA,2001,63
RESTREPO,2001,157
RIOFRIO,2001,72
ROLDANILLO,2001,160
SAN PEDRO,2001,46
CALI,2001,62
SEVILLA,2001,188
TORO,2001,176
TRUJILLO,2001,146
TULUA,2001,377
ULLOA,2001,60
VERSALLES,2001,211
VIJES,2001,41
YOTOCO,2001,69
YUMBO,2001,67
ZARZAL,2001,67
CARURU,2001,474
MITU,2001,1122
PACOA,2001,256
PAPUNAHUA,2001,68
TARAIRA,2001,90
YAVARATE,2001,122
CUMARIBO,2001,4603
LA PRIMAVERA,2001,224
PUERTO CARRE¥O,2001,43
SANTA ROSALIA,2001,34
EL ENCANTO,2002,250
LA CHORRERA,2002,158
LA PEDRERA,2002,79
LA VICTORIA,2002,62
LETICIA,2002,89
MIRITI-PARANA,2002,153
PUERTO ALEGRIA,2002,94
PUERTO ARICA,2002,72
PUERTO NARI¥O,2002,26
PUERTO SANTANDER,2002,109
TARAPACA,2002,58
ABEJORRAL,2002,61
ABRIAQUI,2002,13
ALEJANDRIA,2002,15
AMAGA,2002,10
AMALFI,2002,225
ANDES,2002,81
ANGELOPOLIS,2002,16
ANGOSTURA,2002,157
ANORI,2002,587
ANZA,2002,70
APARTADO,2002,97
ARBOLETES,2002,193
ARGELIA,2002,21
ARMENIA,2002,7
BARBOSA,2002,18
BELLO,2002,25
BELMIRA,2002,16
BETANIA,2002,64
BETULIA,2002,67
BRICE¥O,2002,43
BURITICA,2002,33
CAICEDO,2002,31
CALDAS,2002,99
CAMPAMENTO,2002,25
CARACOLI,2002,133
CARAMANTA,2002,8
CAREPA,2002,117
CAROLINA,2002,2
CAUCASIA,2002,445
CA¥ASGORDAS,2002,35
CHIGORODO,2002,161
CISNEROS,2002,3
CIUDAD BOLIVAR,2002,118
COCORNA,2002,25
CONCEPCION,2002,12
CONCORDIA,2002,192
COPACABANA,2002,16
CACERES,2002,824
DABEIBA,2002,104
DON MATIAS,2002,83
EBEJICO,2002,61
EL BAGRE,2002,1118
EL CARMEN DE VIBORAL,2002,28
SOPETRAN,2002,40
ENTRERRIOS,2002,76
ENVIGADO,2002,19
FREDONIA,2002,33
FRONTINO,2002,100
GIRALDO,2002,10
GIRARDOTA,2002,11
GRANADA,2002,3
GUADALUPE,2002,6
GUARNE,2002,56
GUATAPE,2002,4
GOMEZ PLATA,2002,72
HELICONIA,2002,33
HISPANIA,2002,4
ITAGUI,2002,1
ITUANGO,2002,131
JARDIN,2002,16
JERICO,2002,31
LA CEJA,2002,32
LA ESTRELLA,2002,19
LA PINTADA,2002,2
LA UNION,2002,4
LIBORINA,2002,28
MACEO,2002,419
MARINILLA,2002,10
MEDELLIN,2002,129
MONTEBELLO,2002,43
MURINDO,2002,15
MUTATA,2002,295
NARI¥O,2002,17
NECHI,2002,519
NECOCLI,2002,373
OLAYA,2002,18
PEQUE,2002,30
PE¥OL,2002,12
PUEBLORRICO,2002,23
PUERTO BERRIO,2002,1024
PUERTO NARE,2002,490
PUERTO TRIUNFO,2002,234
REMEDIOS,2002,1313
RETIRO,2002,244
RIONEGRO,2002,47
SABANALARGA,2002,8
SABANETA,2002,9
SALGAR,2002,81
SAN ANDRES,2002,34
SAN CARLOS,2002,86
SAN FRANCISCO,2002,46
SAN JERONIMO,2002,21
SAN JOSE DE LA MONTA¥A,2002,4
SAN JUAN DE URABA,2002,106
SAN LUIS,2002,162
SAN PEDRO DE URABA,2002,264
SAN PEDRO,2002,65
SAN RAFAEL,2002,32
SAN ROQUE,2002,111
SAN VICENTE,2002,33
SANTA BARBARA,2002,31
SANTA ROSA DE OSOS,2002,411
SANTAFE DE ANTIOQUIA,2002,46
SANTO DOMINGO,2002,27
SANTUARIO,2002,5
SEGOVIA,2002,468
SONSON,2002,616
TARAZA,2002,1526
TARSO,2002,38
TITIRIBI,2002,6
TOLEDO,2002,4
TURBO,2002,382
TAMESIS,2002,21
URAMITA,2002,45
URRAO,2002,151
VALDIVIA,2002,243
VALPARAISO,2002,5
VEGACHI,2002,235
VENECIA,2002,3
VIGIA DEL FUERTE,2002,20
YALI,2002,138
YARUMAL,2002,26
YOLOMBO,2002,195
YONDO,2002,1204
ZARAGOZA,2002,805
ARAUCA,2002,358
ARAUQUITA,2002,971
CRAVO NORTE,2002,24
FORTUL,2002,236
PUERTO RONDON,2002,99
SARAVENA,2002,301
TAME,2002,932
BARANOA,2002,23
BARRANQUILLA,2002,5
CAMPO DE LA CRUZ,2002,1
CANDELARIA,2002,2
GALAPA,2002,6
JUAN DE ACOSTA,2002,20
LURUACO,2002,39
MALAMBO,2002,29
MANATI,2002,11
PALMAR DE VARELA,2002,5
PIOJO,2002,16
POLONUEVO,2002,4
PONEDERA,2002,1
PUERTO COLOMBIA,2002,2
REPELON,2002,29
SABANAGRANDE,2002,2
SABANALARGA,2002,25
SANTA LUCIA,2002,0
SANTO TOMAS,2002,2
SOLEDAD,2002,0
SUAN,2002,0
TUBARA,2002,34
USIACURI,2002,15
SANTAFE DE BOGOTA D.C.,2002,129
ACHI,2002,40
ALTOS DEL ROSARIO,2002,22
ARENAL,2002,120
ARJONA,2002,46
ARROYOHONDO,2002,5
BARRANCO DE LOBA,2002,63
CALAMAR,2002,15
CANTAGALLO,2002,425
CARTAGENA,2002,64
CICUCO,2002,0
CLEMENCIA,2002,27
CORDOBA,2002,12
EL CARMEN DE BOLIVAR,2002,173
EL GUAMO,2002,122
EL PE¥ON,2002,41
HATILLO DE LOBA,2002,18
MAGANGUE,2002,95
MAHATES,2002,22
MARGARITA,2002,10
MARIA LA BAJA,2002,18
MOMPOS,2002,21
MONTECRISTO,2002,294
MORALES,2002,430
PINILLOS,2002,11
REGIDOR,2002,20
RIO VIEJO,2002,277
SAN CRISTOBAL,2002,0
SAN ESTANISLAO,2002,7
SAN FERNANDO,2002,20
SAN JACINTO,2002,56
SAN JACINTO DEL CAUCA,2002,104
SAN JUAN NEPOMUCENO,2002,55
SAN MARTIN DE LOBA,2002,108
SAN PABLO,2002,1808
SANTA CATALINA,2002,19
SANTA ROSA,2002,26
SANTA ROSA DEL SUR,2002,626
SIMITI,2002,956
SOPLAVIENTO,2002,1
TALAIGUA NUEVO,2002,3
TIQUISIO,2002,141
TURBACO,2002,43
TURBANA,2002,18
VILLANUEVA,2002,29
ZAMBRANO,2002,12
ALMEIDA,2002,0
AQUITANIA,2002,35
ARCABUCO,2002,2
BELEN,2002,0
BERBEO,2002,2
BETEITIVA,2002,0
BOAVITA,2002,1
BOYACA,2002,0
BRICE¥O,2002,6
BUENAVISTA,2002,25
BUSBANZA,2002,0
CALDAS,2002,4
CAMPOHERMOSO,2002,8
CERINZA,2002,0
CHINAVITA,2002,2
CHIQUINQUIRA,2002,16
CHISCAS,2002,2
CHITA,2002,21
CHITARAQUE,2002,10
CHIVATA,2002,0
CHIVOR,2002,1
CHIQUIZA,2002,0
CIENAGA,2002,0
COPER,2002,10
CORRALES,2002,0
COVARACHIA,2002,0
CUBARA,2002,132
CUCAITA,2002,0
CUITIVA,2002,0
COMBITA,2002,0
DUITAMA,2002,5
EL COCUY,2002,1
EL ESPINO,2002,2
FIRAVITOBA,2002,2
FLORESTA,2002,1
GACHANTIVA,2002,2
GARAGOA,2002,4
GUACAMAYAS,2002,1
GUATEQUE,2002,0
GUAYATA,2002,1
GAMEZA,2002,0
GUICAN,2002,9
IZA,2002,0
JENESANO,2002,1
JERICO,2002,0
LA CAPILLA,2002,0
LA UVITA,2002,4
LA VICTORIA,2002,1
LABRANZAGRANDE,2002,48
MACANAL,2002,2
MARIPI,2002,11
MIRAFLORES,2002,4
MONGUA,2002,21
MONGUI,2002,2
MONIQUIRA,2002,18
MOTAVITA,2002,0
MUZO,2002,5
NOBSA,2002,0
NUEVO COLON,2002,0
OICATA,2002,0
OTANCHE,2002,161
PACHAVITA,2002,0
PAIPA,2002,12
PAJARITO,2002,24
PANQUEBA,2002,0
PAUNA,2002,43
PAYA,2002,66
PAZ DE RIO,2002,5
PESCA,2002,3
PISBA,2002,31
PUERTO BOYACA,2002,814
PAEZ,2002,8
QUIPAMA,2002,16
RAMIRIQUI,2002,5
RONDON,2002,4
RAQUIRA,2002,3
SABOYA,2002,9
SAMACA,2002,3
SAN EDUARDO,2002,2
SAN JOSE DE PARE,2002,10
SAN LUIS DE GACENO,2002,16
SAN MATEO,2002,2
SAN MIGUEL DE SEMA,2002,8
SAN PABLO DE BORBUR,2002,28
SANTA MARIA,2002,11
SANTA ROSA DE VITERBO,2002,2
SANTA SOFIA,2002,1
SANTANA,2002,11
SATIVANORTE,2002,1
SATIVASUR,2002,1
SIACHOQUE,2002,0
SOATA,2002,0
SOCHA,2002,0
SOCOTA,2002,32
SOGAMOSO,2002,3
SOMONDOCO,2002,0
SORA,2002,0
SORACA,2002,1
SOTAQUIRA,2002,12
SUSACON,2002,1
SUTAMARCHAN,2002,2
SUTATENZA,2002,0
SACHICA,2002,0
TASCO,2002,4
TENZA,2002,1
TIBANA,2002,1
TIBASOSA,2002,1
TINJACA,2002,2
TIPACOQUE,2002,0
TOCA,2002,8
TOGUI,2002,9
TOPAGA,2002,0
TOTA,2002,6
TUNJA,2002,1
TUNUNGUA,2002,5
TURMEQUE,2002,2
TUTA,2002,3
TUTAZA,2002,0
UMBITA,2002,2
VENTAQUEMADA,2002,1
VILLA DE LEYVA,2002,2
VIRACACHA,2002,2
ZETAQUIRA,2002,7
AGUADAS,2002,74
ANSERMA,2002,71
ARANZAZU,2002,8
BELALCAZAR,2002,27
CHINCHINA,2002,157
FILADELFIA,2002,75
LA DORADA,2002,132
LA MERCED,2002,10
MANIZALES,2002,141
MANZANARES,2002,80
MARMATO,2002,8
MARQUETALIA,2002,16
MARULANDA,2002,13
NEIRA,2002,72
NORCASIA,2002,103
PALESTINA,2002,233
PENSILVANIA,2002,75
PACORA,2002,30
RIOSUCIO,2002,56
RISARALDA,2002,81
SALAMINA,2002,27
SAMANA,2002,84
SAN JOSE,2002,34
SUPIA,2002,10
VICTORIA,2002,185
VILLAMARIA,2002,28
VITERBO,2002,23
ALBANIA,2002,176
BELEN DE LOS ANDAQUIES,2002,388
CARTAGENA DEL CHAIRA,2002,7091
CURILLO,2002,276
EL DONCELLO,2002,420
EL PAUJIL,2002,236
FLORENCIA,2002,527
LA MONTA¥ITA,2002,533
MILAN,2002,638
MORELIA,2002,102
PUERTO RICO,2002,817
SAN JOSE DEL FRAGUA,2002,377
SAN VICENTE DEL CAGUAN,2002,9720
SOLANO,2002,3402
SOLITA,2002,461
VALPARAISO,2002,889
AGUAZUL,2002,227
CHAMEZA,2002,22
HATO COROZAL,2002,283
LA SALINA,2002,2
MANI,2002,296
MONTERREY,2002,47
NUNCHIA,2002,323
OROCUE,2002,64
PAZ DE ARIPORO,2002,257
PORE,2002,73
RECETOR,2002,14
SABANALARGA,2002,12
SAN LUIS DE PALENQUE,2002,320
SACAMA,2002,18
TAURAMENA,2002,217
TRINIDAD,2002,178
TAMARA,2002,86
VILLANUEVA,2002,106
YOPAL,2002,438
ALMAGUER,2002,7
ARGELIA,2002,98
BALBOA,2002,41
BOLIVAR,2002,54
BUENOS AIRES,2002,129
CAJIBIO,2002,145
CALDONO,2002,69
CALOTO,2002,22
CORINTO,2002,30
EL TAMBO,2002,414
FLORENCIA,2002,8
GUAPI,2002,88
INZA,2002,63
JAMBALO,2002,33
LA SIERRA,2002,27
LA VEGA,2002,60
LOPEZ,2002,52
MERCADERES,2002,26
MIRANDA,2002,30
MORALES,2002,96
PADILLA,2002,0
PATIA,2002,35
PIAMONTE,2002,517
PIENDAMO,2002,66
POPAYAN,2002,216
PUERTO TEJADA,2002,1
PURACE,2002,43
PAEZ,2002,212
ROSAS,2002,14
SAN SEBASTIAN,2002,18
SANTA ROSA,2002,92
SANTANDER DE QUILICHAO,2002,48
SILVIA,2002,148
SOTARA,2002,227
SUCRE,2002,15
SUAREZ,2002,51
TIMBIQUI,2002,99
TIMBIO,2002,174
TORIBIO,2002,49
TOTORO,2002,73
VILLA RICA,2002,4
AGUACHICA,2002,125
AGUSTIN CODAZZI,2002,165
ASTREA,2002,111
BECERRIL,2002,226
BOSCONIA,2002,163
CHIMICHAGUA,2002,460
CHIRIGUANA,2002,164
CURUMANI,2002,239
EL COPEY,2002,161
EL PASO,2002,118
GAMARRA,2002,48
GONZALEZ,2002,37
LA GLORIA,2002,243
LA JAGUA DE IBIRICO,2002,126
LA PAZ,2002,147
MANAURE,2002,11
PAILITAS,2002,130
PELAYA,2002,219
PUEBLO BELLO,2002,101
RIO DE ORO,2002,158
SAN ALBERTO,2002,246
SAN DIEGO,2002,194
SAN MARTIN,2002,240
TAMALAMEQUE,2002,133
VALLEDUPAR,2002,1261
ACANDI,2002,52
ALTO BAUDO,2002,79
ATRATO,2002,16
BAGADO,2002,16
BAHIA SOLANO,2002,56
BAJO BAUDO,2002,201
BELEN DE BAJIRA,2002,136
BOJAYA,2002,20
CONDOTO,2002,36
CERTEGUI,2002,6
CANTON DEL SAN PABLO,2002,24
EL CARMEN DE ATRATO,2002,12
CARMEN DEL DARIEN,2002,144
EL LITORAL DEL SAN JUAN,2002,37
ISTMINA,2002,170
JURADO,2002,28
LLORO,2002,21
MEDIO ATRATO,2002,46
MEDIO BAUDO,2002,173
MEDIO SAN JUAN,2002,66
NUQUI,2002,46
NOVITA,2002,40
QUIBDO,2002,97
RIOSUCIO,2002,161
RIO IRO,2002,9
RIO QUITO,2002,39
SAN JOSE DEL PALMAR,2002,85
SIPI,2002,146
TADO,2002,22
UNGUIA,2002,155
UNION PANAMERICANA,2002,6
AGUA DE DIOS,2002,9
ALBAN,2002,11
ANAPOIMA,2002,9
ANOLAIMA,2002,37
ARBELAEZ,2002,9
BELTRAN,2002,27
BITUIMA,2002,6
BOJACA,2002,28
CABRERA,2002,28
CACHIPAY,2002,15
CAJICA,2002,26
CAPARRAPI,2002,156
CARMEN DE CARUPA,2002,29
CHAGUANI,2002,6
CHIPAQUE,2002,11
CHOACHI,2002,11
CHOCONTA,2002,49
CHIA,2002,21
COGUA,2002,8
COTA,2002,8
CUCUNUBA,2002,16
CAQUEZA,2002,6
EL COLEGIO,2002,13
EL PE¥ON,2002,4
EL ROSAL,2002,28
FACATATIVA,2002,29
FOSCA,2002,2
FUNZA,2002,20
FUSAGASUGA,2002,66
FOMEQUE,2002,8
FUQUENE,2002,5
GACHALA,2002,2
GACHANCIPA,2002,3
GACHETA,2002,3
GAMA,2002,0
GIRARDOT,2002,14
GRANADA,2002,21
GUACHETA,2002,6
GUADUAS,2002,134
GUASCA,2002,69
GUATAQUI,2002,36
GUATAVITA,2002,11
GUAYABAL DE  SIQUIMA,2002,6
GUAYABETAL,2002,4
GUTIERREZ,2002,12
JERUSALEN,2002,84
JUNIN,2002,3
LA CALERA,2002,53
LA MESA,2002,27
LA PALMA,2002,13
LA PE¥A,2002,4
LA VEGA,2002,43
LENGUAZAQUE,2002,9
MACHETA,2002,6
MADRID,2002,28
MANTA,2002,1
MEDINA,2002,87
MOSQUERA,2002,11
NARI¥O,2002,26
NEMOCON,2002,9
NILO,2002,19
NIMAIMA,2002,2
NOCAIMA,2002,1
PACHO,2002,22
PAIME,2002,9
PANDI,2002,12
PARATEBUENO,2002,68
PASCA,2002,93
PUERTO SALGAR,2002,104
PULI,2002,29
QUEBRADANEGRA,2002,5
QUETAME,2002,4
QUIPILE,2002,35
RAFAEL REYES,2002,25
RICAURTE,2002,8
SAN ANTONIO DEL TEQUENDAMA,2002,7
SAN BERNARDO,2002,30
SAN CAYETANO,2002,105
SAN FRANCISCO,2002,21
SAN JUAN DE RIO SECO,2002,39
SASAIMA,2002,10
SESQUILE,2002,10
SIBATE,2002,40
SILVANIA,2002,35
SIMIJACA,2002,4
SOACHA,2002,38
SOPO,2002,19
SUBACHOQUE,2002,9
SUESCA,2002,20
SUPATA,2002,12
SUSA,2002,6
SUTATAUSA,2002,21
TABIO,2002,17
TAUSA,2002,27
TENA,2002,13
TENJO,2002,21
TIBACUY,2002,8
TIBIRITA,2002,0
TOCANCIPA,2002,7
TOCAIMA,2002,61
TOPAIPI,2002,3
UBALA,2002,7
UBAQUE,2002,10
UNE,2002,15
VENECIA,2002,22
VERGARA,2002,5
VIANI,2002,5
UBATE,2002,16
VILLAGOMEZ,2002,5
VILLAPINZON,2002,4
VILLETA,2002,11
VIOTA,2002,66
YACOPI,2002,210
ZIPACON,2002,40
ZIPAQUIRA,2002,41
UTICA,2002,11
AYAPEL,2002,457
BUENAVISTA,2002,143
CANALETE,2002,163
CERETE,2002,8
CHIMA,2002,5
CHINU,2002,96
CIENAGA DE ORO,2002,155
COTORRA,2002,0
LA APARTADA,2002,34
LOS CORDOBAS,2002,178
MOMIL,2002,8
MONTELIBANO,2002,331
MONTERIA,2002,325
MO¥ITOS,2002,107
PLANETA RICA,2002,244
PUEBLO NUEVO,2002,215
PUERTO ESCONDIDO,2002,186
PUERTO LIBERTADOR,2002,561
PURISIMA,2002,9
SAN ANDRES DE SOTAVENTO,2002,23
SAN ANTERO,2002,125
SAHAGUN,2002,74
SAN BERNARDO DEL VIENTO,2002,28
SAN CARLOS,2002,65
SAN PELAYO,2002,56
LORICA,2002,273
TIERRALTA,2002,625
VALENCIA,2002,303
BARRANCO MINAS,2002,85
CACAHUAL,2002,30
LA GUADALUPE,2002,12
MAPIRIPANA,2002,98
MORICHAL NUEVO,2002,107
PANA PANA,2002,131
PUERTO COLOMBIA,2002,82
INIRIDA,2002,374
SAN FELIPE,2002,28
CALAMAR,2002,1988
EL RETORNO,2002,1759
MIRAFLORES,2002,3242
SAN JOSE DEL GUAVIARE,2002,4338
ACEVEDO,2002,116
AGRADO,2002,68
AIPE,2002,43
ALGECIRAS,2002,147
ALTAMIRA,2002,123
BARAYA,2002,205
CAMPOALEGRE,2002,83
COLOMBIA,2002,263
ELIAS,2002,12
GARZON,2002,364
GIGANTE,2002,273
GUADALUPE,2002,102
HOBO,2002,39
IQUIRA,2002,93
ISNOS,2002,77
LA ARGENTINA,2002,78
LA PLATA,2002,233
NEIVA,2002,193
NATAGA,2002,34
OPORAPA,2002,55
PAICOL,2002,49
PALERMO,2002,117
PALESTINA,2002,45
PITAL,2002,89
PITALITO,2002,143
RIVERA,2002,76
SALADOBLANCO,2002,26
SAN AGUSTIN,2002,103
SANTA MARIA,2002,115
SUAZA,2002,74
TARQUI,2002,104
TELLO,2002,139
TERUEL,2002,37
TESALIA,2002,75
TIMANA,2002,52
VILLAVIEJA,2002,9
YAGUARA,2002,37
BARRANCAS,2002,368
DIBULLA,2002,588
DISTRACCION,2002,24
EL MOLINO,2002,21
FONSECA,2002,171
HATONUEVO,2002,24
LA JAGUA DEL PILAR,2002,4
MAICAO,2002,166
MANAURE,2002,2
RIOHACHA,2002,351
SAN JUAN DEL CESAR,2002,169
URIBIA,2002,53
URUMITA,2002,18
VILLANUEVA,2002,32
ALGARROBO,2002,125
ARACATACA,2002,52
ARIGUAINI,2002,303
CERRO SAN ANTONIO,2002,3
CHIVOLO,2002,129
CIENAGA,2002,72
CONCORDIA,2002,4
EL BANCO,2002,178
EL PI¥ON,2002,36
EL RETEN,2002,15
FUNDACION,2002,40
GUAMAL,2002,126
NUEVA GRANADA,2002,146
PEDRAZA,2002,27
PIJI¥O DEL CARMEN,2002,257
PIVIJAY,2002,156
PLATO,2002,415
PUEBLOVIEJO,2002,48
REMOLINO,2002,15
SABANAS DE SAN ANGEL,2002,466
SALAMINA,2002,40
SAN SEBASTIAN DE BUENAVISTA,2002,71
SAN ZENON,2002,25
SANTA ANA,2002,138
SANTA BARBARA DE PINTO,2002,132
SANTA MARTA,2002,449
SITIONUEVO,2002,1
TENERIFE,2002,172
ZAPAYAN,2002,44
ZONA BANANERA,2002,90
ACACIAS,2002,98
BARRANCA DE UPIA,2002,53
CABUYARO,2002,109
CASTILLA LA NUEVA,2002,52
CUMARAL,2002,62
EL CALVARIO,2002,6
EL CASTILLO,2002,129
EL DORADO,2002,10
FUENTE DE ORO,2002,104
GRANADA,2002,23
GUAMAL,2002,13
LA MACARENA,2002,9277
LA URIBE,2002,2401
LEJANIAS,2002,75
MAPIRIPAN,2002,2297
MESETAS,2002,989
PUERTO CONCORDIA,2002,917
PUERTO GAITAN,2002,309
PUERTO LLERAS,2002,594
PUERTO LOPEZ,2002,72
PUERTO RICO,2002,2123
RESTREPO,2002,36
SAN CARLOS DE GUAROA,2002,210
SAN JUAN DE ARAMA,2002,237
SAN JUANITO,2002,5
SAN LUIS DE CUBARRAL,2002,52
SAN MARTIN,2002,270
VILLAVICENCIO,2002,108
VISTAHERMOSA,2002,823
ALBAN,2002,11
ALDANA,2002,3
ANCUYA,2002,0
ARBOLEDA,2002,5
BARBACOAS,2002,806
BELEN,2002,9
BUESACO,2002,70
CHACHAGUI,2002,7
COLON,2002,13
CONSACA,2002,8
CONTADERO,2002,1
CUASPUD,2002,1
CUMBAL,2002,12
CUMBITARA,2002,171
CORDOBA,2002,16
EL CHARCO,2002,358
EL PE¥OL,2002,0
EL ROSARIO,2002,201
EL TABLON,2002,36
EL TAMBO,2002,16
FRANCISCO PIZARRO,2002,72
FUNES,2002,12
GUACHUCAL,2002,5
GUAITARILLA,2002,2
GUALMATAN,2002,1
ILES,2002,4
IMUES,2002,0
IPIALES,2002,429
LA CRUZ,2002,9
LA FLORIDA,2002,9
LA LLANADA,2002,21
LA TOLA,2002,15
LA UNION,2002,35
LEIVA,2002,30
LINARES,2002,2
LOS ANDES,2002,28
MAGUI,2002,432
MALLAMA,2002,57
MOSQUERA,2002,50
NARI¥O,2002,20
OLAYA,2002,371
OSPINA,2002,1
POLICARPA,2002,186
POTOSI,2002,13
PROVIDENCIA,2002,1
PUERRES,2002,11
PUPIALES,2002,13
RICAURTE,2002,61
ROBERTO PAYAN,2002,473
SAMANIEGO,2002,84
SAN BERNARDO,2002,16
PASTO,2002,59
SAN LORENZO,2002,36
SAN PABLO,2002,10
SAN PEDRO DE CARTAGO,2002,15
SANDONA,2002,3
SANTA BARBARA,2002,124
SANTA CRUZ,2002,27
SAPUYES,2002,1
TAMINANGO,2002,15
TANGUA,2002,22
TUMACO,2002,2450
TUQUERRES,2002,4
YACUANQUER,2002,4
ABREGO,2002,159
ARBOLEDAS,2002,33
BOCHALEMA,2002,38
BUCARASICA,2002,47
CHINACOTA,2002,13
CHITAGA,2002,35
CONVENCION,2002,132
CUCUTILLA,2002,25
CACHIRA,2002,60
CACOTA,2002,0
DURANIA,2002,45
EL CARMEN,2002,178
EL TARRA,2002,206
EL ZULIA,2002,237
GRAMALOTE,2002,23
HACARI,2002,101
HERRAN,2002,6
LA ESPERANZA,2002,193
LA PLAYA,2002,36
LABATECA,2002,27
LOS PATIOS,2002,15
LOURDES,2002,13
MUTISCUA,2002,2
OCA¥A,2002,91
PAMPLONA,2002,12
PAMPLONITA,2002,15
PUERTO SANTANDER,2002,6
RAGONVALIA,2002,10
SALAZAR,2002,66
SAN CALIXTO,2002,75
SAN CAYETANO,2002,5
CUCUTA,2002,272
SANTIAGO,2002,30
SILOS,2002,3
SARDINATA,2002,821
TEORAMA,2002,222
TIBU,2002,1513
TOLEDO,2002,167
VILLA CARO,2002,45
VILLA DEL ROSARIO,2002,6
COLON,2002,0
ORITO,2002,1499
PUERTO ASIS,2002,2738
PUERTO CAICEDO,2002,602
PUERTO GUZMAN,2002,4049
PUERTO LEGUIZAMO,2002,3336
SAN FRANCISCO,2002,11
SAN MIGUEL,2002,556
MOCOA,2002,211
SANTIAGO,2002,10
SIBUNDOY,2002,2
VALLE DEL GUAMUEZ,2002,1422
VILLAGARZON,2002,411
ARMENIA,2002,131
BUENAVISTA,2002,15
CALARCA,2002,151
CIRCASIA,2002,75
CORDOBA,2002,21
FILANDIA,2002,76
GENOVA,2002,41
LA TEBAIDA,2002,36
MONTENEGRO,2002,74
PIJAO,2002,48
QUIMBAYA,2002,132
SALENTO,2002,142
APIA,2002,73
BALBOA,2002,33
BELEN DE UMBRIA,2002,172
DOSQUEBRADAS,2002,28
GUATICA,2002,37
LA CELIA,2002,28
LA VIRGINIA,2002,2
MARSELLA,2002,76
MISTRATO,2002,35
PEREIRA,2002,263
PUEBLO RICO,2002,36
QUINCHIA,2002,35
SANTA ROSA DE CABAL,2002,237
SANTUARIO,2002,81
ISLAS SERRANILLA,2002,0
PROVIDENCIA,2002,0
SAN ANDRES,2002,0
AGUADA,2002,8
ALBANIA,2002,14
ARATOCA,2002,31
BARBOSA,2002,14
BARICHARA,2002,3
BARRANCABERMEJA,2002,547
BETULIA,2002,124
BOLIVAR,2002,1320
BUCARAMANGA,2002,9
CABRERA,2002,18
CALIFORNIA,2002,1
CAPITANEJO,2002,0
CARCASI,2002,1
CEPITA,2002,1
CERRITO,2002,1
CHARALA,2002,19
CHARTA,2002,10
CHIMA,2002,5
CHIPATA,2002,7
CIMITARRA,2002,2249
CONCEPCION,2002,2
CONFINES,2002,6
CONTRATACION,2002,3
COROMORO,2002,14
CURITI,2002,18
EL CARMEN DE CHUCURI,2002,181
EL GUACAMAYO,2002,6
EL PE¥ON,2002,15
EL PLAYON,2002,59
ENCINO,2002,7
ENCISO,2002,3
FLORIDABLANCA,2002,10
FLORIAN,2002,12
GALAN,2002,20
GIRON,2002,79
GUACA,2002,7
GUADALUPE,2002,11
GUAPOTA,2002,7
GUAVATA,2002,5
GAMBITA,2002,45
GUEPSA,2002,7
HATO,2002,6
JESUS MARIA,2002,4
JORDAN,2002,2
LA BELLEZA,2002,28
LA PAZ,2002,19
LANDAZURI,2002,257
LEBRIJA,2002,195
LOS SANTOS,2002,5
MACARAVITA,2002,1
MATANZA,2002,15
MOGOTES,2002,28
MOLAGAVITA,2002,6
MALAGA,2002,0
OCAMONTE,2002,10
OIBA,2002,20
ONZAGA,2002,8
PALMAR,2002,10
PALMAS DEL SOCORRO,2002,5
PIEDECUESTA,2002,94
PINCHOTE,2002,5
PUENTE NACIONAL,2002,19
PUERTO PARRA,2002,644
PUERTO WILCHES,2002,1110
PARAMO,2002,10
RIONEGRO,2002,506
SABANA DE TORRES,2002,984
SAN ANDRES,2002,8
SAN BENITO,2002,14
SAN GIL,2002,14
SAN JOAQUIN,2002,6
SAN JOSE DE MIRANDA,2002,0
SAN MIGUEL,2002,6
SAN VICENTE DE CHUCURI,2002,510
SANTA BARBARA,2002,11
SANTA HELENA DEL OPON,2002,89
SIMACOTA,2002,400
SOCORRO,2002,16
SUAITA,2002,26
SUCRE,2002,167
SURATA,2002,9
TONA,2002,12
VALLE DE SAN JOSE,2002,10
VETAS,2002,0
VILLANUEVA,2002,0
VELEZ,2002,104
ZAPATOCA,2002,36
BUENAVISTA,2002,4
CAIMITO,2002,34
CHALAN,2002,6
COLOSO,2002,3
COROZAL,2002,39
COVEÑAS,2002,6
EL ROBLE,2002,64
GALERAS,2002,105
